actv,enddate,frequency,id,key,latres,longres,name,startdate,state,sttid
In-Active,2017-09-18,Hourly,15F4C4,ISRO1220,26.63,77.23,"PWD JEN Office, Masalpur.",2010-11-23,RAJASTHAN,6
In-Active,2017-08-18,Hourly,15F4C5,ISRO1221,26.31,77.24,"Tehsil Office, Mandrayal,",2011-01-22,RAJASTHAN,6
In-Active,2020-06-27,Hourly,15F4C6,ISRO1222,26.71,76.72,"Tehsil Office, Nadoti,",2010-11-24,RAJASTHAN,6
In-Active,2015-10-31,Hourly,15F4C7,ISRO1223,26.28,76.81,"Panchayat Samithi Office, Amarwad.",2011-01-29,RAJASTHAN,6
In-Active,2021-04-13,Hourly,15F4C8,ISRO1224,26.82,76.84,"Police Station, Balghat,",2010-12-31,RAJASTHAN,6
In-Active,2019-08-16,Hourly,15F4C9,ISRO1225,26.08,72.72,"Village Resource Centre, Melwa. Dhawa Panchyat.",2010-11-24,RAJASTHAN,6
In-Active,2018-12-30,Hourly,15F03F,ISRO0063,27.29,88.59,Ranipul,2007-11-26,SIKKIM,33
In-Active,2019-01-02,Hourly,15F052,ISRO0082,27.23,88.59,Pakyong,2008-06-07,SIKKIM,33
In-Active,2018-12-30,Hourly,15F390,ISRO0912,27.13,88.15,Sombaria Block Development Office,2010-05-10,SIKKIM,33
In-Active,2021-09-06,Hourly,15F391,ISRO0913,27.38,88.22,Yuksom Block-Admin Centre-Yuksom-,2010-05-10,SIKKIM,33
In-Active,2018-12-29,Hourly,15F392,ISRO0914,27.26,88.13,Dentam Block-Admin Centre-Dentam,2010-03-27,SIKKIM,33
In-Active,2025-05-10,Hourly,15F393,ISRO0915,27.23,88.27,Kaluk Block-Admin Center-Kaluk-,2010-05-10,SIKKIM,33
In-Active,2017-11-16,Hourly,15F394,ISRO0916,27.53,88.52,Passingdong Block-Admin Centre-Passingdong-,2010-05-10,SIKKIM,33
In-Active,2018-12-18,Hourly,15F395,ISRO0917,27.41,88.62,Kabitingda Block-Admin Centre-Kabi-,2010-03-05,SIKKIM,33
In-Active,2019-01-03,Hourly,15F396,ISRO0918,27.20,88.54,Duga Block Admin Centre-Duga-,2010-03-05,SIKKIM,33
In-Active,2018-12-17,Hourly,15F397,ISRO0919,27.21,88.69,Rhegu Block Admin Centre-Rhenock,2010-05-10,SIKKIM,33
In-Active,2019-01-04,Hourly,15F398,ISRO0920,27.24,88.43,Temi-Tarku Block Admin Centre-Temi-,2010-05-10,SIKKIM,33
In-Active,2018-12-31,Hourly,15F399,ISRO0921,27.11,88.38,Melli Block Admin Centre-Melli-,2010-05-10,SIKKIM,33
In-Active,2018-12-31,Hourly,15F39A,ISRO0922,27.20,88.33,Wok Block Admin Centre-Wok-,2010-10-06,SIKKIM,33
In-Active,2019-01-04,Hourly,15F39B,ISRO0923,27.29,88.42,Yangang Block Admin Centre-Yangang-,2010-03-05,SIKKIM,33
In-Active,2018-12-30,Hourly,15F39C,ISRO0924,27.14,88.29,SIRD Karfectar-Jorethang-,2010-03-05,SIKKIM,33
In-Active,2018-12-18,Hourly,15F39D,ISRO0925,27.28,88.59,SSC-DOST-Marchak-Ranipool-,2010-03-05,SIKKIM,33
In-Active,2018-08-18,Hourly,15F43C,ISRO1084,27.37,88.58,GBIHED(GP Pant Institute of Himalayan Env Devlpt,2011-01-17,SIKKIM,33
In-Active,2025-06-10,Hourly,15F43D,ISRO1085,27.28,88.27,"Tibatien Central School,Ravangala",2010-12-28,SIKKIM,33
In-Active,2019-09-10,Hourly,15F43E,ISRO1086,27.32,88.84,Kupup,2010-11-30,SIKKIM,33
In-Active,2015-11-19,Hourly,15F019,ISRO0025,0.00,0.00,Head Land Sada V D G (S.K),2006-03-29,SagarKanya,37
In-Active,2017-03-28,Hourly,15F01B,ISRO0027,0.00,0.00,Goa/Trivandrum S K ship,2006-02-06,SagarKanya,37
In-Active,2011-02-21,Hourly,15F028,ISRO0040,13.00,80.18,"NIOT, HQ  CHENNAI",2008-03-10,TAMILNADU,16
In-Active,2015-10-05,Hourly,15F077,ISRO0119,12.90,79.07,VIT  Vellore TN,2006-05-03,TAMILNADU,16
In-Active,2015-11-15,Hourly,15F07A,ISRO0122,13.07,80.24,"IIT CHENNAI, TN",2006-11-07,TAMILNADU,16
In-Active,2019-02-19,Hourly,15F07D,ISRO0125,11.27,77.58,KEC PERUNDURAI ERODE,2006-11-07,TAMILNADU,16
In-Active,2018-01-11,Hourly,15F07E,ISRO0126,12.87,80.10,SSNC ENG. KELAVAKKAM,2008-04-22,TAMILNADU,16
In-Active,2018-11-28,Hourly,15F07F,ISRO0127,12.83,80.03,LSRS Kathupakkam  Kancheepur,2006-11-07,TAMILNADU,16
In-Active,2018-08-02,Hourly,15F080,ISRO0128,12.63,79.93,SAACE Mamandur Kancheepur TN,2006-11-08,TAMILNADU,16
In-Active,2018-01-01,Hourly,15F081,ISRO0129,13.22,80.05,MC Eng. Magaral Chennai,2006-11-07,TAMILNADU,16
In-Active,2018-01-03,Hourly,15F082,ISRO0130,13.13,80.05,JEC Thiruninravur Chennai,2006-11-07,TAMILNADU,16
In-Active,2019-03-29,Hourly,15F083,ISRO0131,13.37,80.13,RMKEC Kavarapettai Tiruvallur,2006-11-07,TAMILNADU,16
In-Active,2019-03-08,Hourly,15F0A3,ISRO0163,13.12,79.95,"RRS,TIRUR,THIRUVALLUR",2007-11-26,TAMILNADU,16
In-Active,2018-02-22,Hourly,15F0A4,ISRO0164,12.17,78.17,"VU Tr&R,DHAMAPURI DIST.",2007-11-26,TAMILNADU,16
In-Active,2018-11-30,Hourly,15F0A5,ISRO0165,12.92,78.87,SRS MELALATHUR VELLORE,2007-11-26,TAMILNADU,16
In-Active,2018-03-15,Hourly,15F0A6,ISRO0166,12.38,78.20,"RRS,KAVERIPATTINAM, DHAMPURI DIST.",2008-01-07,TAMILNADU,16
In-Active,2015-02-06,Hourly,15F0A7,ISRO0167,12.22,79.67,"OSRS,TINDIVANAM, VILUPURAM DIST.",2007-11-26,TAMILNADU,16
In-Active,2020-02-27,Hourly,15F0A8,ISRO0168,11.77,79.75,SRS CUDDALORE DIST,2007-11-26,TAMILNADU,16
In-Active,2018-05-01,Hourly,15F0A9,ISRO0169,11.10,78.17,"VC&RI, NAMAKKAL",2007-11-26,TAMILNADU,16
In-Active,2018-02-21,Hourly,15F0AA,ISRO0170,11.70,78.22,"HRS,YERCAUD, SALEM DIST.",2007-11-26,TAMILNADU,16
In-Active,2015-09-09,Hourly,15F0AB,ISRO0171,9.00,78.10,"FC&RI, THOOTHUKUDI",2007-11-26,TAMILNADU,16
In-Active,2018-02-21,Hourly,15F0AC,ISRO0172,11.57,78.13,"KVK,SANDHIYUR, SALEM DIST.",2007-11-26,TAMILNADU,16
In-Active,2018-03-19,Hourly,15F0AD,ISRO0173,11.52,79.36,"RRS,VRIDHACHALLAM, CUDDALORE DIST.",2007-12-08,TAMILNADU,16
In-Active,2018-09-29,Hourly,15F0AE,ISRO0174,11.48,77.13,"ARS, BHAVANISAGAR,ERODE DIST.",2007-11-26,TAMILNADU,16
In-Active,2020-06-09,Hourly,15F0AF,ISRO0175,11.40,76.72,"HRS,OOTY, THE NILGIRIS",2007-11-26,TAMILNADU,16
In-Active,2016-12-22,Hourly,15F0B0,ISRO0176,11.33,76.93,"FC&RI, METTUPALAYAM",2007-12-20,TAMILNADU,16
In-Active,2019-02-27,Hourly,15F0B1,ISRO0177,11.10,79.50,"TNRRI, ADUTHURAI,THANJAVUR DIST.",2007-12-11,TAMILNADU,16
In-Active,2018-04-18,Hourly,15F0B2,ISRO0178,11.00,77.00,"TNAU,MAINCAMPUS, COIMBATORE",2007-12-22,TAMILNADU,16
In-Active,2017-09-07,Hourly,15F0B3,ISRO0179,10.93,78.83,"AEC&RI, KUMULUR, LALGUDI, TRICHY",2007-11-26,TAMILNADU,16
In-Active,2019-05-12,Hourly,15F0B4,ISRO0180,10.88,78.53,"SRS,SIRUGAMANI,TRICHY DIST.",2007-11-26,TAMILNADU,16
In-Active,2014-03-13,Hourly,15F0B5,ISRO0181,10.78,79.18,"SWMRI, KATTUTHOTTAM, THANJAVUR",2006-06-02,TAMILNADU,16
In-Active,2017-11-16,Hourly,15F0B6,ISRO0182,10.77,79.42,"KVK, NIDAMANGALAM, THIRUVARUR DIST.",2007-11-30,TAMILNADU,16
In-Active,2014-03-15,Hourly,15F0B7,ISRO0183,10.75,79.80,"KVK, SIKKAL NAGAPATTINAM DIST.",2007-11-26,TAMILNADU,16
In-Active,2018-03-19,Hourly,15F0B8,ISRO0184,11.77,78.87,"SSF, VADAKUNANTHAL, VILLUPURAM DIST.",2008-01-22,TAMILNADU,16
In-Active,2018-12-03,Hourly,15F0B9,ISRO0185,10.50,76.98,"ARS, ALIYAR, COIMBATORE DIST.",2007-11-26,TAMILNADU,16
In-Active,2019-02-27,Hourly,15F0BA,ISRO0186,10.42,79.33,"ARS, NADIMUTHU NAGAR, PATTUKOTTAI",2007-11-26,TAMILNADU,16
In-Active,2014-03-15,Hourly,15F0BB,ISRO0187,10.37,78.90,"NPRC, VAMBAN, PUDUKOTTAI",2007-11-26,TAMILNADU,16
In-Active,2020-08-20,Hourly,15F0BC,ISRO0188,10.30,77.72,"HRS,Thandiankudisai,Perumparai,Dindugal",2007-11-26,TAMILNADU,16
In-Active,2019-01-02,Hourly,15F0BD,ISRO0189,10.12,77.58,"HCRI,PERIYAKULAM, THENI DIST.",2007-11-26,TAMILNADU,16
In-Active,2018-05-13,Hourly,15F0BE,ISRO0190,9.93,78.12,"ACRI, MADURAI",2007-11-26,TAMILNADU,16
In-Active,2018-07-12,Hourly,15F0BF,ISRO0191,9.55,78.08,"RRS, KOVILANGULAM, ARUPPUKOTAI,VIRUDHU NAGAR",2007-11-26,TAMILNADU,16
In-Active,2018-12-30,Hourly,15F0C0,ISRO0192,9.55,78.58,"ARS, PARAMAKUDI",2007-11-26,TAMILNADU,16
In-Active,2018-11-20,Hourly,15F0C1,ISRO0193,9.50,77.65,"CRS, SRIVILLIPUTHUR",2007-11-26,TAMILNADU,16
In-Active,2018-10-02,Hourly,15F0C2,ISRO0194,9.35,78.90,"CSRC, RAMANATHAPURAM",2007-11-26,TAMILNADU,16
In-Active,2018-02-01,Hourly,15F0C3,ISRO0195,9.20,77.88,"ARS, KOVILPATTI",2007-11-27,TAMILNADU,16
In-Active,2018-12-18,Hourly,15F0C4,ISRO0196,8.70,77.47,"RRS, AMBASAMUDRAM,TIRUNEVELI DIST.",2007-11-26,TAMILNADU,16
In-Active,2019-03-22,Hourly,15F0C5,ISRO0197,8.70,77.87,"AC&RI, KILLIKULAM, TUTIKORIN DIST.",2007-11-26,TAMILNADU,16
In-Active,2018-01-30,Hourly,15F0C6,ISRO0198,8.43,77.30,"HRS, PECHIPARAI, KANYAKUMARI DIST.",2007-11-26,TAMILNADU,16
In-Active,2018-03-20,Hourly,15F0C7,ISRO0199,8.22,77.45,"ARS, THIRUPATHISARAM, NAGARCOIL, KKUMARI",2007-11-26,TAMILNADU,16
In-Active,2019-01-02,Hourly,15F0C8,ISRO0200,12.80,79.43,"AAC, GB NAGAR, KALAVAI, VELLORE",2007-11-26,TAMILNADU,16
In-Active,2011-07-13,Hourly,15F0C9,ISRO0201,12.58,78.50,"DFDT, DHAN F,NATRAMPALLI, KRISHNAGIRI DIST.",2007-11-27,TAMILNADU,16
In-Active,2018-12-01,Hourly,15F0CA,ISRO0202,12.50,79.17,"DHARANISUG.KARAJPOONDI, POLUR TLK,THIRUVANNAMALA",2007-11-26,TAMILNADU,16
In-Active,2018-02-08,Hourly,15F0CB,ISRO0203,9.27,77.40,"DHARANI SUG,VASUDEVANALLUR, SIVAGIRI TLK,.",2007-12-14,TAMILNADU,16
In-Active,2018-11-29,Hourly,15F0CC,ISRO0204,12.43,79.83,"AEC, MELMARUVATHUR",2007-11-26,TAMILNADU,16
In-Active,2018-01-04,Hourly,15F0CD,ISRO0205,11.47,77.70,"SSF, KURUPPANAIKEN PALAYAM, ERODE",2007-11-26,TAMILNADU,16
In-Active,2018-03-19,Hourly,15F0CE,ISRO0206,11.30,78.90,"KVK, VAALIKANDAPURAM, PERAMBALUR",2007-11-26,TAMILNADU,16
In-Active,2011-10-10,Hourly,15F0CF,ISRO0207,10.08,78.79,"EECRI,KARAIKUDI,SIVAGANGA",2007-11-26,TAMILNADU,16
In-Active,2011-02-15,Hourly,15F0D0,ISRO0208,12.53,80.17,"MAIN GATE, IGCAR,KALPAKKAM",2007-12-05,TAMILNADU,16
In-Active,2014-10-19,Hourly,15F0D1,ISRO0209,12.60,80.18,"KKM GATE, IGCAR, KALPAKKAM",2007-12-05,TAMILNADU,16
In-Active,2014-12-30,Hourly,15F0D2,ISRO0210,12.58,80.18,"Ediyur, IGCAR,Kalpakkam",2008-02-13,TAMILNADU,16
In-Active,2018-06-11,Hourly,15F0D3,ISRO0211,12.55,80.17,"Anupuram, Resi. Area, IGCAR,Kalpakkam",2008-02-13,TAMILNADU,16
In-Active,2019-01-02,Hourly,15F0DB,ISRO0219,11.01,76.97,"AF ADMIN,COLLEGE,REDFIELD,COIMBATORE",2007-11-26,TAMILNADU,16
In-Active,2014-09-05,Hourly,15F0E4,ISRO0228,13.27,80.25,"CHINNA SEMAVARAM, PONNERI RADAR PROJECT",2007-11-26,TAMILNADU,16
In-Active,2014-09-27,Hourly,15F0E5,ISRO0229,13.33,80.20,"PONNERI, THALUK OFFICE ROAD,",2007-11-30,TAMILNADU,16
In-Active,2017-12-31,Hourly,15F0E6,ISRO0230,13.43,80.12,Gummidipundi  Taluka Office  Ponneri,2006-11-07,TAMILNADU,16
In-Active,2017-12-31,Hourly,15F0E7,ISRO0231,13.37,80.10,"A.N.KUPPAM,ANNAPPANAIKA,KANDEGA",2007-11-27,TAMILNADU,16
In-Active,2017-12-31,Hourly,15F0E8,ISRO0232,13.32,80.05,"ELLAPUDAM, Near NERIYAPALAYM",2007-11-26,TAMILNADU,16
In-Active,2017-12-29,Hourly,15F0E9,ISRO0233,13.33,79.90,Uttukottai,2006-11-07,TAMILNADU,16
In-Active,2018-12-05,Hourly,15F0EA,ISRO0234,13.22,79.88,Poondi,2006-11-07,TAMILNADU,16
In-Active,2018-01-05,Hourly,15F0EB,ISRO0235,13.18,79.85,"KOSAVANAPALEYAM, Near POONDI",2007-11-26,TAMILNADU,16
In-Active,2017-12-28,Hourly,15F0EC,ISRO0236,13.15,80.20,VELLAMMAL,2008-04-07,TAMILNADU,16
In-Active,2017-12-28,Hourly,15F0ED,ISRO0237,13.20,80.17,Redhills,2007-11-26,TAMILNADU,16
In-Active,2018-09-08,Hourly,15F0EE,ISRO0238,13.22,80.15,CHOLAVARAM,2007-11-26,TAMILNADU,16
In-Active,2018-01-02,Hourly,15F0EF,ISRO0239,13.23,80.03,TAMARAPAKAM,2007-12-01,TAMILNADU,16
In-Active,2018-12-04,Hourly,15F0F0,ISRO0240,13.22,80.10,Koduvalli,2006-11-14,TAMILNADU,16
In-Active,2014-08-11,Hourly,15F0F1,ISRO0241,12.92,80.12,AF Stn. TAMBARAM,2007-11-27,TAMILNADU,16
In-Active,2018-01-03,Hourly,15F0F2,ISRO0242,13.00,80.25,"MSSRF, TARAMANI, CHENNAI",2007-11-26,TAMILNADU,16
In-Active,2014-11-16,Hourly,15F0F5,ISRO0245,11.03,77.13,AF Stn. SULUR,2008-01-11,TAMILNADU,16
In-Active,2018-11-27,Hourly,15F111,ISRO0273,13.07,79.69,"INS Rajali,Arakkonam",2007-11-26,TAMILNADU,16
In-Active,2018-02-07,Hourly,15F112,ISRO0274,9.32,78.97,"NAS Ramnad, Ramnathpuram",2007-12-17,TAMILNADU,16
In-Active,2019-03-05,Hourly,15F113,ISRO0275,8.40,77.75,"INS Kattabomman,Tirunelveli",2008-04-25,TAMILNADU,16
In-Active,2013-12-05,Hourly,15F13C,ISRO0316,11.04,76.87,"Bharathiar University, Coimbatore",2008-04-22,TAMILNADU,16
In-Active,2011-02-03,Hourly,15F207,ISRO0519,12.62,80.12,SCA ASI Mahabalipuram,2009-02-27,TAMILNADU,16
In-Active,2014-03-14,Hourly,15F208,ISRO0520,10.78,79.13,ASI Sri Brihadeswara Temple Thanjavur,2008-09-24,TAMILNADU,16
In-Active,2015-03-01,Hourly,15F448,ISRO1096,8.09,77.56,"Vivekananda Kendra, Kanyakumari",2010-12-22,TAMILNADU,16
In-Active,2015-05-12,Hourly,15F4E9,ISRO1257,12.01,79.80,"Auroville Centre for Scientific Research, Auroville",2013-10-23,TAMILNADU,16
In-Active,2017-10-23,Hourly,15F03A,ISRO0058,23.78,91.27, LAMBUCHARRA,2007-11-29,TRIPURA,15
In-Active,2019-01-02,Hourly,15F03B,ISRO0059,23.52,91.48, UDAYPUR,2007-11-27,TRIPURA,15
In-Active,2018-12-01,Hourly,15F03C,ISRO0060,24.00,91.83,SALEMA,2006-01-07,TRIPURA,15
In-Active,2019-12-08,Hourly,15F03D,ISRO0061,24.18,92.04,KUMAR GHAT  ,2006-07-07,TRIPURA,15
In-Active,2019-02-13,Hourly,15F06D,ISRO0109,23.85,91.27,Agartala,2010-09-12,TRIPURA,15
Active,2024-11-02,,15F562,ISRO1378,24.77,92.23,"Bhandarima, North Tripura",2023-09-28,TRIPURA,15
Active,2024-03-09,,15F563,ISRO1379,23.19,91.51,"Matai, South Tripura",2023-09-28,TRIPURA,15
In-Active,2017-12-28,Hourly,15F014,ISRO0020,26.52,80.24,IIT Kanpur,2006-01-07,UTTAR PRADESH,10
In-Active,2018-12-31,Hourly,15F0D4,ISRO0212,28.15,78.41,NAPS site1 Narora UP,2007-11-26,UTTAR PRADESH,10
In-Active,2016-04-15,Hourly,15F0D5,ISRO0213,28.14,78.40,NAPS site2 Narora UP,2008-03-18,UTTAR PRADESH,10
In-Active,2019-01-02,Hourly,15F0D6,ISRO0214,28.15,78.40,NAPS site3 Narora UP,2007-11-26,UTTAR PRADESH,10
In-Active,2019-01-02,Hourly,15F0D7,ISRO0215,28.14,78.41,NAPS site4 Narora UP,2007-11-26,UTTAR PRADESH,10
In-Active,2019-04-28,Hourly,15F205,ISRO0517,27.10,77.67,DSAC ASI APL Agra Fort Agra,2008-09-24,UTTAR PRADESH,10
In-Active,2019-01-28,Hourly,15F4D4,ISRO1236,26.77,80.92,"Dr.BabasahebBhimrao Ambedkar University, Lucknow",2011-01-25,UTTAR PRADESH,10
In-Active,2011-07-19,Hourly,15F00A,ISRO0010,30.19,77.82,Dehradun,2006-01-07,UTTRAKHAND,38
In-Active,2019-01-02,Hourly,15F013,ISRO0019,29.35,79.68,ARIES Nainital,2007-12-27,UTTRAKHAND,38
In-Active,2024-09-15,Hourly,15F084,ISRO0132,30.87,79.45,Mandal DGSM,2007-11-27,UTTRAKHAND,38
In-Active,2011-01-19,Hourly,15F085,ISRO0133,30.77,79.47,Maithana DGSM,2007-11-27,UTTRAKHAND,38
In-Active,2021-07-16,Hourly,15F086,ISRO0134,30.73,79.48,Garigaon DGSM,2007-11-26,UTTRAKHAND,38
In-Active,2019-01-02,Hourly,15F087,ISRO0135,30.68,79.50,HANUMAN CHATTI,2007-11-26,UTTRAKHAND,38
In-Active,2019-01-02,Hourly,15F088,ISRO0136,30.67,79.52,"Lambgarh, BRO",2007-11-26,UTTRAKHAND,38
In-Active,2020-07-05,Hourly,15F089,ISRO0137,30.65,79.55,"Pandukeswar, BRO",2007-11-30,UTTRAKHAND,38
Active,2025-02-07,Hourly,15F08A,ISRO0138,30.55,79.55,"Joshimath, BRO",2007-11-26,UTTRAKHAND,38
In-Active,2011-02-03,Hourly,15F08B,ISRO0139,30.48,79.48,LANGSHI BRO,2010-11-26,UTTRAKHAND,38
In-Active,2021-07-12,Hourly,15F08C,ISRO0140,30.42,79.43,"PIPALKOTI, BRO",2006-05-04,UTTRAKHAND,38
In-Active,2018-05-17,Hourly,15F08D,ISRO0141,30.37,79.47,"TAPOVAN, BRO",2007-11-26,UTTRAKHAND,38
In-Active,2017-11-23,Hourly,15F08E,ISRO0142,30.47,79.45,TANGNI,2008-08-31,UTTRAKHAND,38
In-Active,2019-01-02,Hourly,15F08F,ISRO0143,30.42,79.32,"GOPESWAR, DGSM",2007-11-26,UTTRAKHAND,38
In-Active,2025-07-05,Hourly,15F385,ISRO0901,31.02,78.71,BRO-Tekla.Bhairoghati (BRO). ,2010-03-05,UTTRAKHAND,38
In-Active,2022-02-22,Hourly,15F386,ISRO0902,31.04,78.75, Arjudent2-Rajput-C/o 56 APO-HarsilHarsil (ARMY) ,2010-03-05,UTTRAKHAND,38
In-Active,2019-03-06,Hourly,15F388,ISRO0904,30.81,78.62,NTPC-Hydro-Bhatwari.Loharinag (NTPC).,2010-03-06,UTTRAKHAND,38
In-Active,2019-01-25,Hourly,15F389,ISRO0905,30.83,78.25,BRO-Tekla.Gagnani (BRO) ,2010-12-16,UTTRAKHAND,38
In-Active,2014-12-17,Hourly,15F38B,ISRO0907,30.86,78.63,NTPC-Hydro-Bhatwari.Kunjan (NTPC). ,2010-03-05,UTTRAKHAND,38
In-Active,2019-01-02,Hourly,15F38C,ISRO0908,30.77,78.55,BRO-Tekla.Bhatwari (BRO). ,2010-03-05,UTTRAKHAND,38
In-Active,2011-04-14,Hourly,15F38D,ISRO0909,30.97,78.71,BRO-Tekla.Maneri (BRO). ,2010-03-05,UTTRAKHAND,38
In-Active,2019-01-02,Hourly,15F38E,ISRO0910,30.73,78.42,BRO-Tekla.Tekla-Uttarkashi (BRO). ,2010-03-05,UTTRAKHAND,38
In-Active,2018-07-23,Hourly,15F38F,ISRO0911,0.00,0.00,Uttarakhand Forest Dept-Qutbpur-Forest Rest House,2010-03-05,UTTRAKHAND,38
In-Active,2019-01-30,Hourly,15F3DB,ISRO0987,30.48,77.92,Agriculture & Soils Division IIRS-1  ,2010-06-28,UTTRAKHAND,38
In-Active,2019-08-12,Hourly,15F3DC,ISRO0988  ,30.45,77.88,Agriculture & Soils Division IIRS-2  ,2010-12-20,UTTRAKHAND,38
In-Active,2019-01-01,Hourly,15F3DD,ISRO0989,30.34,78.04,"IIRS Campus, Dehradun",2010-12-12,UTTRAKHAND,38
In-Active,2018-06-14,Hourly,15F00C,ISRO0012,22.32,87.32,RRSSC IIT Kharagpur,2006-05-01,WEST BENGAL,7
In-Active,2019-01-02,Hourly,15F433,ISRO1075,26.87,88.26,Rani,2011-01-19,WEST BENGAL,7
In-Active,2019-07-31,Hourly,15F4FA,ISRO1274,22.58,88.46,"RRSC(East), Kolkata",2010-12-22,WEST BENGAL,7
In-Active,2022-05-12,Hourly,15F4FB,ISRO1275,22.36,88.88,Dhamakhali,2010-12-11,WEST BENGAL,7
In-Active,2022-10-30,Hourly,15F4FC,ISRO1276,22.34,88.45,Baruipur,2011-02-16,WEST BENGAL,7
In-Active,2020-04-27,Hourly,15F4FD,ISRO1277,23.36,88.43,"B.D.O Office, Mathurapur-II",2011-01-19,WEST BENGAL,7
In-Active,2021-09-11,Hourly,15F4FE,ISRO1278,22.02,88.62,NIMPITH,2010-12-07,WEST BENGAL,7
In-Active,2021-12-02,Hourly,15F4FF,ISRO1279,21.88,88.17,Kakdwip,2015-06-08,WEST BENGAL,7
In-Active,2020-02-17,Hourly,15F500,ISRO1280,22.21,88.71,"B.D.O Office,Basanti",2010-11-29,WEST BENGAL,7
In-Active,2020-03-24,Hourly,15F501,ISRO1281,22.16,88.80,"B.D.O Office,Gosaba",2011-01-04,WEST BENGAL,7
In-Active,2018-11-23,Hourly,15F502,ISRO1282,22.06,88.34,"B.D.O Office,Kultali",2017-02-10,WEST BENGAL,7
In-Active,2015-11-13,Hourly,15F503,ISRO1283,21.80,88.37,"B.D.O Office, Patharpratima-Ramganga",2011-02-26,WEST BENGAL,7
In-Active,2021-03-03,Hourly,15F504,ISRO1284,21.73,88.10,"B.D.O Office, Sagar Islands",2019-01-10,WEST BENGAL,7
Active,2025-07-05,,15F565,ISRO1381,26.82,89.33,"Totopara, Alipurduar",2023-09-28,WEST BENGAL,7
